Course Title,Rating
"DevOps on AWS: Code, Build, and Test",4.6
DevOps on AWS: Operate and Monitor,4.6
DevOps on AWS: Release and Deploy,4.6
"DevOps, Cloud, and Agile Foundations Specialization",4.8
"DevOps, DataOps, MLOps",3.7
DevOps: Introduction to Developer Operations Specialization,3.5
Develop Clustering Models with Azure ML Designer,0.0
Develop a business presentation with Prezi,0.0
Develop a free website with WordPress,4.2
Developing AI Applications on Azure,4.4
Developing AI Applications with Python and Flask,4.3
Developing APIs with Google Cloud's Apigee API Platform Specialization,4.7
Developing Applications in Python on AWS,4.8
Developing Applications with Cloud Functions on Google Cloud,0.0
Developing Applications with Cloud Run on Google Cloud: Fundamentals,0.0
Developing Applications with Google Cloud Specialization,4.7
Developing Back-End Apps with Node.js and Express,4.4
Developing Cloud Apps with Node.js and React,4.0
Developing Data Models with LookML,4.7
Developing Data Products,4.6
Developing Front-End Apps with React,4.3
Developing Innovative Ideas for Product Leaders,4.4
Developing Interpersonal Skills ,4.7
Developing Your Musicianship,4.8
Developing Your Musicianship Specialization,4.9
Developing Your Musicianship: Final Project,4.9
Developing a Google SRE Culture,4.7
Developing a Marketing Mix for Growth,4.8
Developing an Agile Team,4.8
Developing the SIR Model,4.8
Development of Secure Embedded Systems Specialization,4.4
Developments of structural dynamics,0.0
Devenir entrepreneur du changement,4.7
Diabetes - a Global Challenge,4.8
Diabetes Prediction With Pyspark MLLIB,4.6
Diabetes – the Essential Facts,4.7
Diagnosing Health Behaviors for Global Health Programs,4.7
Diagnóstico y tratamiento del dolor neuropático en atención primaria,4.8
Die Bits und Bytes von Computernetzwerken,4.6
Differential Calculus through Data and Modeling Specialization,4.8
Differential Equations Part I Basic Theory,4.7
Differential Equations Part II Series Solutions,4.8
Differential Equations Part III Systems of Equations ,0.0
Differential Equations for Engineers,4.9
"Digestion, Micturition, and Reproduction",0.0
Digital Business - Capstone project,0.0
Digital Business - Understand the digital world,4.5
Digital Business Marketing with Easil,0.0
Digital Business Models,4.6
Digital Business Specialization,4.5
Digital Business Strategy,4.7
Digital Channel Planning and E-Commerce Strategy,4.6
Digital Communication and Emotion,0.0
Digital Content Planning and Management,4.6
Digital Creativity,0.0
Digital Fashion Innovation Specialization,4.6
Digital Fashion Mindset,4.6
Digital Fashion Reality,4.5
Digital Footprint,4.6
Digital Forensics Concepts,4.8
Digital Forensics Essentials (DFE),4.8
Digital Governance,4.7
Digital Health Specialization,4.6
Digital Information Literacy,4.6
Digital Intelligence for Everyone Specialization,4.3
Digital Manufacturing & Design,4.7
Digital Manufacturing & Design Technology  Specialization,4.6
Digital Marketing Analytics in Theory,4.5
Digital Marketing Specialization,4.6
Digital Marketing Strategy and Planning Specialization,4.6
Digital Media and Marketing Principles,4.4
Digital Media and Marketing Strategies,4.6
"Digital Media for Health Outcomes, English",5.0
Digital Product Management Specialization,4.8
Digital Product Management: Modern Fundamentals,4.7
Digital Safety and Security,0.0
Digital Signal Processing 1: Basic Concepts and Algorithms,4.5
Digital Signal Processing 2: Filtering,4.7
Digital Signal Processing 3: Analog vs Digital,4.8
Digital Signal Processing 4: Applications,4.7
Digital Signal Processing Specialization,4.6
Digital Strategy and Business Opportunity,4.6
Digital Systems: From Logic Gates to Processors,4.4
Digital Technologies and the Future of Manufacturing  Specialization,4.6
Digital Thread: Components,4.6
Digital Thread: Implementation,4.7
Digital Tools and Well-Being,0.0
Digital Transformation,4.8
Digital Transformation Using AI/ML with Google Cloud Specialization,4.7
Digital Transformation in Financial Services Specialization,4.5
Digital Transformation with Google Cloud,4.8
Digital Transformation with Google Cloud - Français,0.0
Digital Twins,4.7
Digital business - Act on the digital world,4.6
Digital business - Grow on digital world,4.3
Digitales Business Marketing mit Easil,0.0
Digitalisation in Aeronautics,4.6
Digitalisation in Aeronautics and Space Specialization,4.7
Digitalisation in Space Research,4.7
Digitalisation in the Aerospace Industry,4.6
Dimensiones de la infraestructura sostenible en un proyecto,0.0
Dino 101: Dinosaur Paleobiology,4.9
Dinámica de fluidos computacional aplicada,0.0
Diode - pn Junction and Metal Semiconductor Contact,4.5
Dirección y Gestión de Negocios Specialization,4.6
Disability Awareness and Support,4.6
Disability Inclusion in Education: Building Systems of Support ,4.8
Disaster Preparedness,4.7
Disaster Risk Management and Korean Policies,4.7
Discover Acting,4.8
Discover Best Practice Farming for a Sustainable 2050,4.7
Discrete Mathematics,3.2
Discrete Optimization,4.8
Disease Clusters,4.7
Disease Screening in Public Health,4.5
Diseñando bots con Azure Health Bot,0.0
Diseñar una experiencia del usuario de una iniciativa de interés público y prepararse para el trabajo,4.8
Diseño Instruccional: Aprendizaje activo y Pedagogía digital Specialization,4.7
Diseño de Actividades con PhET para la Educación STEM,5.0
Diseño de Experiencia del Usuario (UX) de Google Professional Certificate,4.9
Diseño de Proyectos de Desarrollo,4.8
Diseño de cuestionarios para encuestas sociales,0.0
Diseño de proyectos de gobierno digital,0.0
Diseño de proyectos para promover el bienestar,4.7
Diseño instruccional para el aprendizaje activo ,4.7
Diseño y Creación de videojuegos Specialization,4.4
Diseño y Gestión de Proyectos de Desarrollo Specialization,4.8
Diseño y optimización de un modelo de datos en Power BI,0.0
Displays,4.2
Distribución digital de la música independiente,0.0
Distributed Computing with Spark SQL,4.5
Distributed Image Processing in Cloud Dataproc,0.0
Distributed Machine Learning with Google Cloud ML,0.0
Diversity and Belonging in Businesses and Organizations,0.0
Diversity and Inclusion for HR Professionals,4.7
Diversity and Inclusion in Education,4.8
Diversity and inclusion in the workplace,4.7
Diversity with Inclusion in Organizations,0.0
"Diversity, Equity & Inclusion",4.8
"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",5.0
Diversité et inclusion sur le lieu de travail ,0.0
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",4.8
Diálisis peritoneal,4.9
Django Application Development with SQL and Databases,4.5
Django Web Framework ,4.7
Django for Everybody Specialization,4.7
Docencia con pedagogía activa mediada con tecnología digital,0.0
Docencia para la capacitación laboral y el aprendizaje a lo largo de la vida.,4.6
Docker Essentials & Building a Containerized Web Application,4.6
Docker for absolute beginners,4.4
Dog Emotion and Cognition,4.7
Doing Business in China Capstone,4.8
Doing Business in China Specialization,4.8
Doing Business in Europe,4.4
Doing Business in Latin America,0.0
Doing more with Google Sheets,4.6
Dominant Risk Management Standards and Frameworks,4.7
Données et Gouvernance Urbaine,4.8
"Dopage : Sports, Organisations et Sciences",4.7
"Doping : Sports, Organizations and Sciences",4.6
Doğrusal Cebir I: Uzaylar ve İşlemciler / Linear Algebra I: Spaces and Operators,4.1
"Doğrusal Cebir II: Kare Matrisler, Hesaplama Yöntemleri ve Uygulamalar / Linear Algebra II: Square Matrices, Calculation Methods and Applications",4.5
Driving business towards the Sustainable Development Goals,4.8
Droit International de l'Eau Douce,4.8
Drones for Environmental Science,4.9
Drug Commercialization ,4.7
Drug Development,4.7
Drug Development Product Management Specialization,4.7
Drug Discovery ,4.6
"Drugs, drug use, drug policy and health ",4.8
"Dynamic Programming, Greedy Algorithms",4.5
Dynamic Public Speaking Specialization,4.8
Dynamical Modeling Methods for Systems Biology,4.7
Dynamique des fluides numérique appliquée,0.0
"Début du processus de conception UX : Empathie, définition et formulation d’idées",4.7
Démarrer avec Facebook Business Manager,0.0
Dénommer le monde : la politique des toponymes,0.0
Déployer des conteneurs Docker avec Amazon ECS et Fargate,0.0
Déployer l'économie circulaire dans les organisations,0.0
Développement psychologique de l'enfant,4.9
E-Business: Negocios Online,4.7
E-Marketing Specialization,4.7
EDIVET: Do you have what it takes to be a veterinarian?,4.8
ELL Success in the Content Classroom: Capstone Project,0.0
EMT Foundations,4.8
ERPO: A Civil Approach to Gun Violence Prevention Teach-Out,4.5
ESG Impact: Investor Perspective,4.7
ESG Investing: Financial Decisions in Flux Specialization,4.6
ESG Risks and Opportunities,4.6
ESG and Climate Change,4.8
ESG and Social Activism,4.8
"ETL and Data Pipelines with Shell, Airflow and Kafka",4.5
EU policy and implementation: making Europe work! ,4.4
EV Evolution: Comprehensive Introduction to EVs,0.0
Earth Economics,4.7
Easing Physical Symptoms: It's Not Just Hospice Anymore,4.9
"Easing the burden of obesity, diabetes and cardiovascular disease",4.6
East Asian Religions & Ecology,4.9
Ebola : Vaincre ensemble !,4.4
Ebola Virus Disease: An Evolving Epidemic,4.7
Ebola: Essential Knowledge for Health Professionals,4.6
Ecological and Energy Transitions in Southern Countries,4.8
Ecologie Politique: défi de la durabilité pour les démocraties,4.8
Ecology: Ecosystem Dynamics and Conservation,4.8
Econometria Básica Aplicada,4.5
Econometrics for Economists and Finance Practitioners Specialization,3.2
Econometrics: Methods and Applications,4.6
Economic Growth and Distributive Justice Part I - The Role of the State,4.7
Economic Growth and Distributive Justice Part II - Maximize Social Wellbeing,4.6
Economics and Policies of Climate Change,4.5
Economics of Money and Banking,4.9
"Economics: Society, Markets, and [In]equality",4.8
Economie du sol et de l'immobilier I,4.7
Economie du sol et de l'immobilier II,4.7
Economía del Cambio Climático,0.0
Economía y Finanzas de Empresas,4.7
Ecosystem Services: a Method for Sustainable Development,4.8
Ecosystems of California,4.7
Edible Insects,4.9
Edit your photos for Social Media with Easil,0.0
Edita tus fotos para las redes sociales con Easil,0.0
Editing Table of Content and Layouts in Microsoft Word,4.7
Educación Matemática para profesores de infantil. Curso 1,0.0
Educación Matemática para profesores de infantil. Curso 2,0.0
Educación Social: Ámbitos de acción y reflexión,4.6
Educación ambiental para la biodiversidad,4.8
Educación en Contextos Rurales: Perspectivas en América Latina,4.8
Educación sobre cambio climático: agua y suelos,0.0
Educación sobre cambio climático: energía y huella ecológica,0.0
Educación sobre cambio climático: entornos sostenibles,0.0
Educating Deaf Children: Becoming an Empowered Teacher,4.9
"Education on climate change, energy and ecological footprint",0.0
Education on climate change: water and soil,0.0
Efectos de audio y automatizaciones,0.0
Effective Altruism,4.7
Effective Business Presentations with Powerpoint,4.5
Effective Communication in the Globalised Workplace - The Capstone,4.7
Effective Communication in the Globalised Workplace Specialization,4.6
"Effective Communication: Writing, Design, and Presentation Specialization",4.8
Effective Compliance Programs,4.9
Effective Engagement of Civil Society in Development,4.7
Effective Onboarding,0.0
Effective Problem-Solving and Decision-Making,4.6
Effective Programming in Scala,4.7
Effective Sales – An Overview,4.6
Effective Service Innovation by Design in Hotel Management ,0.0
Effectively delivering the news to your audience,4.8
Egiptología (Egyptology),4.9
Egypt before and after pharaohs. ,4.5
Eine Einführung in die Finite Elemente Methode mit SimScale,0.0
El ABC de la sostenibilidad ,4.8
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,4.9
El Holocausto: el abismo de la humanidad,5.0
El Músico Moderno Specialization,4.7
El Valle de los Reyes,4.9
El desafío de Innovar en la Educación Superior,4.8
El liderazgo del director de proyectos,4.9
El rol docente del médico residente,4.9
El trabajo por proyectos en escuelas de contextos rurales,4.8
"El águila, el nopal y ¿la serpiente?",0.0
Elastic Cloud Infrastructure: Scaling and Automation 日本語版,4.5
Elastic Google Cloud Infrastructure: Scaling and Automation,4.7
Electric Industry Operations and Markets,4.8
Electric Power Systems,4.7
Electric Utilities Fundamentals and Future,4.7
Electric Vehicle Sensors,4.2
Electric Vehicles and Mobility,4.5
Electrical Characterization: Diodes,0.0
Electrical Characterization: MOSFETs,0.0
Electrical Power Distribution,4.5
Electrical Power Generation - An Industrial Outlook,4.7
Electrical Properties and Semiconductors,4.2
Electrodynamics  Specialization,4.7
Electrodynamics: An Introduction,4.7
Electrodynamics: Analysis of Electric Fields,4.8
Electrodynamics: Electric and Magnetic Fields,4.8
Electrodynamics: In-depth Solutions for Maxwell’s Equations,4.8
Electron and Ion Beam Characterization,0.0
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,4.8
Electronic Music Performance Techniques,4.2
Electronic Music Production Specialization,4.8
Electrónica Digital Bit a Bit: Diseñando en Verilog para FPGA,0.0
"Electrónica Digital Bit a Bit: Fundamentos, Verilog y FPGA",4.6
Electrónica en cápsulas Specialization,4.8
Embajador de la Vacuna COVID: Cómo Hablar con los Padres,4.9
Embedded Hardware and Operating Systems,4.2
Embedded Interface Design Specialization,4.0
Embedded Software and Hardware Architecture,4.5
Embedding Sensors and Motors Specialization,4.6
Emergence of Life,4.2
"Emergency Care: Pregnancy, Infants, and Children",4.8
Emergent Phenomena in Science and Everyday Life,4.3
Emerging Trends & Technologies in the Virtual K-12 Classroom,4.6
Emotional Intelligence: Cultivating Immensely Human Interactions,4.7
Emotional and Social Intelligence,4.7
Emotions: a Philosophical Introduction,4.3
Empathy for Self and Others,0.0
Employee Attrition Prediction Using Machine Learning,0.0
Employee Relations,4.6
Empowering Yourself in a Post-Truth World,4.4
Encoder-Decoder Architecture,4.0
Encouraging Student Collaboration with Padlet,4.7
Encouraging Student Growth with Teach Your Monster to Read,4.8
Endpoints and Systems,4.8
Energy Harvesting,4.4
Energy Justice: Fostering More Equitable Energy Futures,4.8
"Energy Production, Distribution & Safety Specialization",4.7
Energy and Environment,4.9
Energy management for real estate. Methods and digital tools,4.5
"Energy, Environment, and Everyday Life",4.7
Energy: The Enterprise,4.7
Enfermedad respiratoria crónica. Asma - EPOC,0.0
Engage and Assess Students with Quizizz,4.7
Engage your niche on social media: visual stories with Canva,4.0
Engaging ELLs and Their Families in the School and Community,4.6
Engaging and Assessing  Students with Plickers,4.7
Engaging in Enterprise Growth and Innovation,0.0
Engaging in Persuasive and Credible Communication,4.6
Engaging in Strategic Management in Healthcare Organizations,0.0
Engineering Design Process with Autodesk Fusion 360,4.7
Engineering Genetic Circuits: Design,0.0
Engineering Genetic Circuits: Modeling and Analysis,0.0
Engineering Health: Introduction to Yoga and Physiology,4.8
"Engineering Life: Synbio, Bioethics & Public Policy",4.2
Engineering Project Management Specialization,4.8
Engineering Project Management: Initiating and Planning,4.8
"Engineering Project Management: Scope, Time and Cost Management",4.8
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,4.9
Engineering and Product Design Processes,4.6
Engineering of Structures: Compression,0.0
Engineering of Structures: Response of Structures,5.0
Engineering of Structures: Shear and Bending,0.0
Engineering of Structures: Tension,4.9
Engineering of Structures: Tension and Compression,0.0
English Composition I,4.6
English Language Skills A2-B1 CEFR: Low-Intermediate Specialization,4.6
English Lower Intermediate B1.1,4.1
English for Business and Entrepreneurship,4.8
English for Career Development,4.8
English for Developing a Business,4.7
English for Effective  Business Writing,4.5
English for Effective Business Communications,4.8
English for Effective Business Speaking,4.5
English for Running a Successful Business,4.8
"English for Science, Technology, Engineering, and Mathematics",4.8
English for Teaching Purposes,4.7
Enhance Student Learning with Interactive Lessons in Nearpod,4.7
Enhancing Communication with Remind,4.7
Enseignes et afficheurs à LED,4.2
Enseñanza de las matemáticas de primaria,4.9
"Enseñar, aprender y evaluar en Escuelas Rurales",4.8
Ensino Híbrido: Personalização e Tecnologia na Educação,4.9
Entendiendo la depresión a lo largo del ciclo vital,4.9
Enterprise Database Migration,4.5
Enterprise System Management and Security ,4.7
Enterprise Systems,4.8
Entity and Sentiment Analysis with the Natural Language API,0.0
Entreprendre dans les Industries Culturelles à l'ère du numérique,4.6
Entrepreneurial Finance: Strategy and Innovation Specialization,4.5
Entrepreneurship 1: Developing the Opportunity,4.8
Entrepreneurship 2: Launching your Start-Up,4.8
Entrepreneurship Specialization,4.8
Entrepreneurship Strategy: From Ideation to Exit,4.8
Entrepreneurship: Growing Your Business Specialization,4.8
Entrepreneurship: Launching an Innovative Business Specialization,4.7
Entreprise et changement climatique,4.6
Environmental Hazards and Global Public Health,4.8
Environmental Health: the Foundation of Global Public Health,4.7
Environmental Management & Ethics,4.6
Environmental Science,4.6
Envisioning Educational Transformation,0.0
Epidemics,4.9
Epidemics - the Dynamics of Infectious Diseases,4.8
Epidemiology for Public Health Specialization,4.8
Epidemiology in Public Health Practice Specialization,4.7
Epidemiology: The Basic Science of Public Health,4.7
Epigenetic Control of Gene Expression,4.8
"Equilibrio, ¿por qué se caen las cosas?",4.5
Equine Welfare and Management,4.9
Equivalent Circuit Cell Model Simulation,4.7
Erste Schritte in Instagram for Business,0.0
Erstelle Organisationsvorlagen in Trello,0.0
Erstelle einen Instagram Business Account,0.0
Escalamiento exitoso e Innovación en los Negocios,4.8
Escola 4.0 Educação e Cultura Maker no Contexto da Nova BNCC,5.0
Escritura académica. Estilos de citación y referenciación.,4.9
Esports Specialization,4.5
Essential Causal Inference Techniques for Data Science,4.5
Essential Cloud Infrastructure: Core Services 日本語版,4.5
Essential Cloud Infrastructure: Foundation - Español,4.8
Essential Cloud Infrastructure: Foundation - 日本語版,4.6
Essential English for Business Professionals Specialization,4.7
Essential Epidemiologic Tools for Public Health Practice,4.7
Essential Google Cloud Infrastructure: Core Services,4.7
Essential Google Cloud Infrastructure: Foundation,4.7
Essential Linear Algebra for Data Science,4.5
Essential Skills for Your Career Development,4.6
Essentials for English Speeches and Presentations  英语演讲与演示,4.6
Essentials in Clinical Simulations Across the Health Professions,4.8
Essentials of Corporate Finance Specialization,4.7
Essentials of Global Health,4.9
Essentials of Management and Strategic Planning,4.7
Essentials of Palliative Care,4.6
Establishing Command-and-Control and Finding Credentials,4.7
Establishing Product-Market Fit,4.5
Establishing a Professional ‘Self’ through Effective Intercultural Communication,4.6
Estadística y probabilidad,4.6
Estilos de Liderazgo: opciones para avanzar en desafíos complejos,4.9
Estimación de la línea base de tiempos y costos,4.9
Estrategia de IT centrada en el cliente,0.0
Estrategias de Negociación Specialization,4.8
Estrategias para desarrollar el talento en organizaciones,0.0
Estrategias para ganar. Meteorología en la vuelta al mundo,4.7
Estrategias para la innovación: Ciudades hidro-inteligentes,0.0
Estrutura e Funcionamento das Redes de Computadores,4.9
Ethical Hacking Essentials (EHE),4.6
Ethical Issues in AI and Professional Ethics,0.0
Ethical Issues in Computing Applications,0.0
Ethical Issues in Data Science,4.6
Ethical Leadership Specialization,4.9
Ethical Leadership Through Giving Voice to Values,4.7
Ethical Social Media ,4.5
Ethics in Engineering,4.8
Ethics in Public Policy,0.0
Ethics in the Age of AI Specialization,4.7
Ethics of Artificial Intelligence,4.7
Ethics of Psychological Research,4.9
"Ethics, Technology and Engineering ",4.6
Ethnic Minorities and Race,0.0
Etkili Konuşma (Effective Speaking),4.8
Etkili Konuşmada Retorik (Rhetoric in Effective Speaking),4.6
European Business Law  Specialization,4.8
European Business Law: Competing in Europe,4.8
European Business Law: Doing Business in Europe,4.8
European Business Law: Understanding the Fundamentals,4.8
"European Citizenship – Development, Scope, and Challenges",4.8
Evaluación auténtica,4.8
Evaluación de Proyectos de Inversión,4.9
Evaluación de peligros y riesgos por fenómenos naturales,4.8
Evaluación del Aprendizaje en Escenarios Clínicos,4.8
Evaluación del y para el aprendizaje en educación universitaria,4.8
Evaluación del y para el aprendizaje: enfoque cualitativo,4.8
Evaluación del y para el aprendizaje: enfoque cuantitativo,4.8
Evaluación educativa Specialization,4.8
Evaluating Large-Scale Health Programs Specialization,4.2
Evaluating Problems,4.7
Evaluating Public Health Programs at Scale,0.0
Evaluating Student Understanding with Socrative,4.7
Evaluating User Interfaces,4.7
Evaluating the Quality of Healthcare Delivery,4.6
Evaluation of Digital Health Interventions,4.7
Evaluations of AI Applications in Healthcare,4.6
Everyday Chinese Medicine,4.7
Everyday Chinese Medicine 2,4.9
Everyday Excel Specialization,4.7
"Everyday Excel, Part 1",4.7
"Everyday Excel, Part 2",4.8
Everyday Parenting: The ABCs of Child Rearing,4.9
Evidence-based Toxicology,4.7
Evolución: Teoría sintética,0.0
Evolution Today ,4.6
Evolution: A Course for Educators,4.7
Exam Prep AI-102: Microsoft Azure AI Engineer Associate,0.0
Exam Prep AZ-104: Microsoft Azure Administrator Associate Specialization,3.8
Exam Prep AZ-500:Microsoft Azure Security Engineer Associate Specialization,0.0
Exam Prep CJE: Certified Jenkins Engineer,0.0
Exam Prep CKA: Certified Kubernetes Administrator,0.0
Exam Prep MLS-C01: AWS Certified Specialty Machine Learning Specialization,0.0
Exam Prep: AWS Certified Cloud Practitioner Foundations,4.5
Exam Prep: AWS Certified Solutions Architect - Associate,4.7
Exam Prep: HashiCorp Certified Terraform Associate (003),0.0
Excel Basics for Data Analysis,4.8
Excel Essentials and Beyond,0.0
Excel Fundamentals for Data Analysis,4.8
Excel Power Tools for Data Analysis,4.9
Excel Regression Models for Business Forecasting,4.9
Excel Skills for Business Forecasting Specialization,4.8
Excel Skills for Business Specialization,4.9
Excel Skills for Business: Advanced,4.7
Excel Skills for Business: Essentials,4.9
Excel Skills for Business: Intermediate I,4.9
Excel Skills for Business: Intermediate II,4.8
Excel Skills for Data Analytics and Visualization Specialization,4.8
Excel Time Series Models for Business Forecasting,4.8
Excel aplicado a los negocios (Nivel Avanzado),4.8
Excel for Beginners: Beginner Functions,1.5
Excel for Beginners: Introduction to Spreadsheets,4.6
Excel for Beginners: Pivot Tables,4.6
Excel to MySQL: Analytic Techniques for Business Specialization,4.6
Excel/VBA for Creative Problem Solving Specialization,4.8
"Excel/VBA for Creative Problem Solving, Part 1",4.8
Excellence in Online Teaching,4.5
"Execution, persistence, privilege escalation and evasion",4.5
Executive Data Science Capstone,4.7
Executive Data Science Specialization,4.5
Exercer son esprit critique à l’ère informationnelle,4.7
Expanding SEL,4.8
Experiencing Design: Deepening Your Design Thinking Practice,4.9
Experimental Design Basics,4.7
Experimental Methods in Systems Biology,4.5
Experiments and Variations in Bipedalism,0.0
Explainable deep learning models for healthcare - CDSS 3,0.0
Exploración centrada en el paciente,0.0
Explorando la Energía Sustentable,4.8
Explorando os recursos educacionais da Khan Academy,4.8
Exploratory Data Analysis With Python and Pandas,4.5
Exploratory Data Analysis for Machine Learning,4.6
Explore Adobe Spark while creating Social Stories Highlights,0.0
Explore Core Data Concepts in Microsoft Azure,4.8
Explore Einstein's theories of Relativity using Wolfram ,0.0
Exploring Beethoven's Piano Sonatas Part 3,4.9
Exploring Beethoven's Piano Sonatas Part 4,4.9
Exploring Beethoven's Piano Sonatas Part 5,5.0
Exploring Beethoven's Piano Sonatas Part 6,0.0
Exploring Beethoven’s Piano Sonatas,4.8
Exploring Beethoven’s Piano Sonatas Part 2,5.0
Exploring Data Transformation with Google Cloud,4.8
Exploring Emerging Technologies for Lifelong Learning and Success,4.3
Exploring Light: Hands-on Activities and Strategies for Teachers,4.8
Exploring Our Responses to Climate Change Specialization,4.8
Exploring Piano Literature: The Piano Sonata Specialization,4.9
Exploring Quantum Physics,4.1
Exploring Renewable Energy Schemes,4.7
Exploring and Producing Data for Business Decision Making,4.8
Exploring concepts of Optics using Wolfram notebook,0.0
Exploring fluid mechanics using Wolfram notebook,4.3
Exploring the Origins of Selfhood,0.0
Expressway to Data Science: Essential Math Specialization,4.5
Expressway to Data Science: Python Programming Specialization,4.7
Expressway to Data Science: R Programming and Tidyverse Specialization,4.2
Extended Reality for Everybody Specialization,4.7
"Extinctions: Past, Present, & Future",4.8
Extracellular Vesicles in Health and Disease,4.8
"Extract, Transform and Load Data in Power BI",4.4
"FEM - Linear, Nonlinear Analysis & Post-Processing",4.7
FL Studio Basics,0.0
FPGA Capstone:  Building FPGA Projects,4.6
FPGA Design for Embedded Systems Specialization,4.5
FPGA Softcore Processors and IP Acquisition,3.9
Fabrication additive : l'impression 3D dans l'industrie,0.0
Facebook Business pour les débutants,0.0
Faire preuve de prudence : gestion des risques de sécurité,4.3
Family Spirit Nurture,0.0
Fandom and Popular Culture in the Digital Age Specialization,4.9
"Fandom, Community, and Identity in Popular Music",0.0
"Fandom, Social Media, and Authenticity in the Digital Age",4.7
Farmacología para odontólogos,4.8
Farmacovigilancia ocular,4.9
Fashion Design,4.6
Fashion Retail Transformation,4.7
Fashion Systems,4.7
Fashion as Design,4.8
"Faster Together, Enhancing the Recruitment of Marginalized Communities in Clinical Trials",4.8
Fazer perguntas para tomar decisões com base em dados,4.8
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",4.9
Federal Taxation II: Property Transactions of Business Owners and Shareholders,4.9
Feedback Loops: Feedback Fundamentals ,0.0
Feedback Loops: Horizontal Feedback ,0.0
Feedback Loops: How to Give & Receive High-Quality Feedback Specialization,4.6
Feedback Loops: Team Feedback,0.0
Feedback Loops: Vertical Feedback ,0.0
Feedback and Coaching For Everyone Specialization,0.0
Feeding the World,4.8
Felicidad y Calidad de Vida ,0.0
Felicidad y Políticas Públicas,0.0
Feminism and Social Justice,4.8
"Feminismo, género y política",0.0
Ferrous Technology I,4.7
Ferrous Technology II,4.8
Fibonacci Numbers and the Golden Ratio,4.8
Files and directories in the Linux filesystem,0.0
"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",4.6
FinTech Foundations and Overview,4.7
FinTech Law and Policy,4.8
FinTech: Finance Industry Transformation and Regulation Specialization,4.7
"FinTech: Foundations, Payments, and Regulations",4.6
Finalize a Data Science Project,0.0
Finance & Quantitative Modeling for Analysts Specialization,4.5
Finance for Managers,4.8
Finance for Non-Finance Professionals,4.8
Finance for Non-Financial Managers,4.4
Finance for Technical Managers Specialization,4.6
Finance of Mergers and Acquisitions: Valuation and Pricing,4.8
Financial Accounting Fundamentals,4.8
Financial Accounting: Foundations,4.7
Financial Acumen for Non-Financial Managers,4.5
Financial Analysis - Skills for Success Specialization,4.6
Financial Analysis of Organizations,4.4
Financial Engineering and Risk Management Specialization,4.5
Financial Management Specialization,4.7
Financial Markets,4.8
Financial Planning for Young Adults,4.6
Financial Reporting Specialization,4.7
Financial Statement Analysis,4.5
Financial Statement and Ratio Analysis for Accountants,4.8
Financial Technology (Fintech) Innovations Specialization,4.7
Financiamiento en proyectos de infraestructura sostenible ,0.0
Financing Infrastructure in African Cities,4.6
Financing and Initiating Major Engineering Projects,4.8
Financing and Investing in Infrastructure,4.8
Financing for Startup Businesses,4.5
Finanzas corporativas Specialization,4.6
Finanzas personales,4.8
Find Your Calling: Career Transition Principles for Veterans,0.0
Find a job and submit proposal in Upwork,0.0
Finding Hidden Messages in DNA (Bioinformatics I),4.3
Finding Mutations in DNA and Proteins (Bioinformatics VI),4.7
Finding Purpose and Meaning In Life: Living for What Matters Most,4.8
Finding Your Professional Voice: Confidence & Impact,4.7
Finite Element Analysis Convergence and Mesh Independence,4.5
Fintech Startups in Emerging Markets Specialization,4.6
Fintech: Foundations & Applications of Financial Technology Specialization,4.6
Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About,3.6
First Order Optical System Design,4.3
First Principles of Computer Vision Specialization,4.8
First Steps in Making the Business Case for Sustainability,4.7
Fitness Corporativo,0.0
Fitting Statistical Models to Data with Python,4.4
Fixing Healthcare Delivery,4.7
Fixing Healthcare Delivery 2.0: Advanced Lean,4.7
Flight Mechanics - Anemobarometry,4.9
Flight mechanics - Lift and trajectory,4.8
Flight mechanics - Propulsive balance and energy,4.7
Flight mechanics - The basis,4.7
Flutter Web and Firebase Authentication,0.0
Fondamentaux de la cybersécurité,4.8
Fondamentaux de l’infographie,4.2
Food & Beverage Management,4.8
Food Ethics,0.0
"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",4.8
Football: More than a Game,4.7
Forensic Accounting and Fraud Examination,4.7
Form Parsing Using Document AI,0.0
Formación docente basada en la práctica para desarrollar habilidades del siglo XXI,4.8
Formadores de Ciudadanía,4.9
Formal Financial Accounting,4.8
Formation COVID-19 pour personnels de santé,4.6
Formação sobre a COVID-19 para Profissionais de Saúde,4.9
Formula preguntas para tomar decisiones basadas en datos,4.8
Fornire un feedback utile (Giving Helpful Feedback),4.7
FortiGate: Protecting Google Compute resources,0.0
Foundation of Structural Dynamics,3.8
Foundation to Multi-Cloud,0.0
Foundational Finance for Strategic Decision Making Specialization,4.8
Foundational Skills for Communicating About Health,4.7
Foundational Sustainability Skills & Competencies,0.0
Foundations for Assisting in Home Care,4.8
